Order,Property Name,Parent Property Id,Parent Property Name,Street Number,Street Name,Borough,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),DOF Benchmarking Submission Status
721,1710 Montgomery Avenue,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,62000.0,,,,,1927,100.0,Whole Building,Whole Building,47.0,128.8,,96.3,,3.9,0.9,,0.0,,,,,5147041.4,56359.7,822381.0,243919.6,346.3,273.4,72.9,4514.1,Not found
722,1730 Montgomery Avenue,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,63000.0,,,,,1990,100.0,Whole Building,Whole Building,39.0,138.6,142.6,92.8,97.1,5.7,0.8,,,,,,,4609941.9,48898.6,1239544.0,359133.5,354.8,244.9,109.9,7162.6,Not found
723,1750 Montgomery Avenue,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,64000.0,,,,,1990,100.0,Whole Building,,100.0,56.7,57.0,18.1,18.1,5.3,,,,,,,,,,1155757.0,340266.2,102.5,0.0,102.5,9184.8,Not found
724,288 Crown Street,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,78372.0,,,,,1957,100.0,Whole Building,,98.0,74.8,74.0,23.8,23.6,6.9,,,,,,,,,,1865921.8,541495.7,165.4,0.0,165.4,7900.2,Not found
725,307 Sterling Street,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,62524.0,,,,,1926,100.0,Whole Building,,100.0,57.6,57.1,18.3,18.2,5.3,,,,,,,,,,1146665.3,333200.0,101.7,0.0,101.7,4632.0,Not found
726,853 Empire Blvd.,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,85300.0,,,,,1931,100.0,Whole Building,,44.0,137.7,,94.8,,5.3,0.8,,138000.0,,,,,6391695.3,69942.9,1559251.6,454579.3,488.0,349.7,138.2,5619.7,Not found
727,660 Empire Blvd. Associates,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,36150.0,,,,,1926,100.0,Whole Building,Whole Building,45.0,119.2,,88.4,,3.8,0.8,,0.0,,,,,2738916.0,29979.2,456441.7,136211.3,185.9,145.5,40.5,2282.0,Not found
728,Mansfield Realty Associates,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,38800.0,,,,,1935,100.0,Whole Building,Whole Building,70.0,105.9,,68.6,,4.7,0.6,,55200.0,,,,,1977696.7,21476.3,629082.1,183620.1,164.9,109.1,55.8,1502.5,Not found
729,1165 Shakespeare Avenue,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,32898.0,,,,,1925,100.0,Whole Building,Whole Building,60.0,127.4,,89.9,,4.6,0.8,,0.0,,,,,2436490.3,25886.5,519752.5,152330.7,175.5,129.4,46.1,4523.0,Not found
730,Walton Realty Associates,,,Not found,Not found,Bronx,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,43017.0,Retail Store,2000.0,,,1931,100.0,Whole Building,Whole Building,,109.8,,71.9,,4.8,0.6,,0.0,,,,,2496864.6,27004.4,739649.7,216664.6,198.2,132.6,65.6,4576.8,Not found
731,Ferguson - 57-18 48th Street,,,Not found,Not found,Queens,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,88500.0,Parking,0.0,,,1930,100.0,Whole Building,Whole Building,36.0,131.1,145.4,106.8,120.4,2.7,1.0,,,,,,,8026755.0,92475.5,814054.7,238585.8,498.5,426.3,72.2,41.8,Not found
732,Ferguson - 48-20 57th Avenue,,,Not found,Not found,Queens,Manufacturing/Industrial Plant,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,143840.0,Parking,0.0,,,1931,100.0,Whole Building,Whole Building,,32.0,32.2,26.2,26.2,0.7,0.2,,,,,,,3127499.8,31275.0,322988.7,96944.3,194.8,166.1,28.6,141.7,Not found
733,Cobble Hill Health Center,,,Not found,Not found,Brooklyn,Senior Care Community,Senior Care Community,Senior Care Community,156840.0,,,,,1971,90.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
734,DOE Fund- Porter Avenue Housing Development,,,Not found,Not found,Brooklyn,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,70000.0,,,,,2004,100.0,Whole Building,,,,,,,,,,,,,,,,,,,,,,,Not found
735,DOE Fund - 555 Nereid Avenue,,,Not found,Not found,Bronx,Adult Education,Adult Education,Adult Education,48496.0,,,,,1942,0.0,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,,,,Not found
736,DOE Fund - 1420 Crotona Park East,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,38000.0,,,,,2015,90.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
737,DOE Fund - 1345 Rogers Avenue,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,89000.0,,,,,2016,85.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
738,DOE Fund - 3100 Webster Avenue,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,76900.0,,,,,2016,85.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
739,Duggal Visual Solutions - 27 West 23 St,,,Not found,Not found,Manhattan,Adult Education,Adult Education,Adult Education,101600.0,,,,,1915,95.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
740,Duggal Visual Solutions - 14 West 24 Street,,,Not found,Not found,Manhattan,Office,Office,Office,26600.0,,,,,1910,90.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
741,Farband Housing Corporation,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,127566.0,,,,,1928,100.0,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,,,,Not found
742,International House - 524 Riverside Drive,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,140000.0,,,,,1961,90.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
743,International House - 500 Riverside Drive,,,Not found,Not found,Manhattan,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,200000.0,,,,,1926,95.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
744,Justin - 1239 Broadway,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,187973.0,,,,,1900,90.0,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,,,,Not found
745,Justin - 213 West 35 Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,163681.0,,,,,1921,95.0,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,,,,Not found
746,Justin - 115 West 30th Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,151525.0,,,,,1912,90.0,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,,,,Not found
747,Justin - 9-- Broadway,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,98146.0,,,,,1900,85.0,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,,,,Not found
748,Justin - 153 West 27,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,115925.0,,,,,1912,90.0,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,,,,Not found
749,Justin - 127 West 26,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,92970.0,,,,,1912,90.0,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,,,,Not found
750,Justin - 24 West 30 Street,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,29800.0,,,,,1910,85.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
751,MediSys - 89-02 135 Street,,,Not found,Not found,Queens,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),81613.0,,,,,1976,90.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
752,MediSys - 134-20 Jamaica Ave,,,Not found,Not found,Queens,Office,Office,Office,480740.0,,,,,1967,90.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
753,MediSys - 89-40 135 Street,,,Not found,Not found,Queens,Senior Care Community,Senior Care Community,Senior Care Community,144700.0,,,,,2007,90.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
754,MediSys - 89-10 Van Wyck Expwy,,,Not found,Not found,Queens,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),390975.0,,,,,1987,95.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
755,MediSys - 90-28 Van Wyck Expwy,,,Not found,Not found,Queens,Senior Care Community,Senior Care Community,Senior Care Community,89506.0,,,,,1978,90.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
756,Ramaz School - 114 E 85 St,,,Not found,Not found,Manhattan,K-12 School,K-12 School,K-12 School,61917.0,,,,,1998,95.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
757,Ramaz School - 60 E 78 St,,,Not found,Not found,Manhattan,K-12 School,K-12 School,K-12 School,77798.0,,,,,1980,95.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
758,Rebekah Rehab - 1070 Havemeyer Ave,,,Not found,Not found,Bronx,Senior Care Community,Senior Care Community,Senior Care Community,131000.0,,,,,2007,90.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
759,Rebekah Rehab - 1040 Havemeyer Avenue,,,Not found,Not found,Bronx,Senior Care Community,Senior Care Community,Senior Care Community,70000.0,,,,,1971,95.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
760,Metropolitan Pacific - Shore Towers,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,114581.0,,,,,1989,95.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,Not found
